text,label
after 27 weeks straight nigga being mcm get bitch yall fucking,1
rt day later yall still gassing rihanna trash ass nudes.,1
"playing white guilt lasted one last time, whitey felt absolved, ends today. ends fieldssuburbs pennsylvania.",0
..anti american republicans teabaggers stop forcing ur religion rest us. stockman u dont pray.liar,2
shes just another straightup conscienceless liar. soulless criminal trash.,2
egg spam bitch,1
teacher why am hearing talking!? .. because have ears bitch.,1
dawg ass hoes,1
this retarded,0
do birds have 72 out wedlock rate? white fathers running away?,0
triple fudge brownie chunk ice cream,2
cheers dude might nip town,2
"like hoes when they lay w me.. puppy eyes when go, sayin stay wit",1
",, candid pussy shots hidden c",1
nephew albino albinos have astigmatisms eye spasms partial blindness not their faults,2
three little birds,2
us spy planes flying over british skies hunt jihadi johns assocs advanced tech! via,2
legit retard,0
u guys fags.,0
"lol, cripple! wendy davis. rt scientists create remotecontrolled chick study shy penguins",2
stupid teacher talks like retarded,2
"why does this faggot front have get two dozen doughnuts right now, get fuck",0
"rt cannot hoe saying another girls hoe. your both hoes, cancels each other out.",1
dblite works like charm openwrt arduino yun full test coverage. gyp version would rarely made there,2
trash show,2
simmons acted like bitch when doc left la..,1
trash am not,2
rt if money girl id stalk bitch.,1
"rt assholes know referring girl bitch does not make your dick any bigger, right?",0
rt dese bitches am not shit get em high feed em dick,1
only strong survive nigga pussy,1
best friend loves justin beiber what fag,0
just wanted brownies man,2
igot level 21 so far flappy birds smh,2
ampwhen they say him they mean dyke ron,0
rt love when birds chirping morning,2
rt rip bitch,1
rt when am pissed either go merit scholar use big words go ghetto fabulous talk like am trashy. either way,1
rt taking out trash night,2
did italian bird just call janet calzone?,2
"rt eddy murphy,the first celebrity spotted public durag white bitch. monumental h",1
rt gave chance. failed. no more this nonsense. statist trash,2
then yall idolize kanye when wifed up hoe. lol,1
am back bitch,1
yankee pinstripes might best unis mlb but gray road ones worst cc looks like elephant trapped circus tent,2
"whoa easy amy, do not slag canucks too much such generalization",2
being bitch lol but naa serio wassuo,1
shit bitches brag about hilarious,1
say shit face bruh bitch gettin man u dont know business. handle yo own shit,0
am flipping thru tv saw bachelor stooped second all can say all them hoes garbage,1
if were close than could bitch but going 10 zip scorecards .. rightful mercy stoppage,1
"so do not want see true life story american heroes, bizzy, lazy, krayzie amp wish.. wanna watch hillbillies shoot pumpkins",2
"study center biological diversity called taxpayer funded ivanpah megatrapwill kill 28,00 birds year.",2
rt niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats lil backwards,1
rt am get money nigga so da hoes love,0
"really hate this bitch, but she knows best",1
"if am not hoe, get up out trap house .",1
not even real word! must have hit blunt started making up shit your nigger ass lol,0
rt scott walker investigate. christies bridgegate. perrys drunk monkey dem dagate. all men innocent. all threats left,2
marcus smart belongs celtics. both trash. destiny.,2
"tell me, coon.",0
rt hate do not text first type bitch,1
"tarantulas dope but spiders small n can kill you.. fuck dat rt spiders arent scary, sheesh yall some pussies",1
"rt rejects who constantly call house threatening rape mom, karmas bitch. rot hell, faggots.",0
almost dragged suite mate last night.. hoe really came banging our door 2am,1
bitch white stfu your shitty spanish,0
woohoo! new black kill cracker babies panthers rescue!,0
tweety bird tho,2
rt start crying stalking him faggot. want laff,0
"pm u use any words use ex. sweg,pm,yid,nid dating",2
charlie not fukin around austin.. every week somebody getting kicked off team.,1
stfu dyke looking hoe.,0
do not mind black people..hate niggers!,0
shes just mad cuz her big toe looks like angry bird! haha,2
puppets like don intentionally forever cripple our peoples ability unify eco political consensus,2
rt dii bitches,1
"they trying hoe todd gurley, johnny manziel signed them helmets got off but suspend gurley rest season",2
hate these hoes look thick front them she pass u amp her ass missing,1
wonder if females out here ever just sit around think bout how yall hoes how unfaithful yall really .,1
time stunt these hoes,1
io io alu record ho vine sai pe hahahaha lol anywaays.. haha,1
rt where all fans??,2
green grass tree trash.,2
managers stupid cunt yes said,0
finally got updated pic angel wing colored,2
hopefully not back da ghetto?,2
dumb ugly stupid bullshit ass bitch,0
bird aim dreams,2
la mquina una vez en japn 5 japoneses crearon una mquina que atrapaba ladrones. primero la mquina la..,2
red yellow should then,2
rt lol man bitch shutup am salty lowkey,1
rt just saw dawn planet apes. one better moves have seen this year. did not know if wanted apes,2
100s 50s 20s yea like money order bad asian bitch yea she look just like kemora,1
why yall think ok faggots? want us cool them,0
"rt woke up sore throat, im cold, niggers niggers. so terrible",0
cut bitch off,1
eww her nips def more perfect than,2
waiting this wetback sycksyllables,0
thats bitch when feel like it.,1
rt free bird!!,2
last year had explain why queer theory acceptable academic term,2
dooms.. rt white nubuck leather upper foam makes them pass me. white soles too.,2
"rt graphic gt 150 christians massacred jihadi muslims while they slept! including pastor, his wife amp kids",2
why yall think ok faggots? want us cool them,0
"chill rt if ever become president imma ban henny america.. day, just see negroes panic. gotcha bitch",0
but rich light skin coon. so expected.,2
what this chinks email? am moving china slicing his throat,0
when charlie tries walk into room cannot remember if locked door not,2
rt mcrib buns contain chemical azodicarbonamide which also used make yoga mats amp soles shoes,2
rt these bitches am not real.,1
rt dominique made larry bird do 360 lmaoo,2
one mans trash anothers transformer,2
"aint no bitches here.. well, like 3",1
do not know what your talking about retarded faggot,0
"everybody loves pot brownies, but bring crystal meth cupcakes party, suddenly am weirdo",2
rt rutgers terminated mike rices contract repeatedly calling cunt while hurling balls until finally kill ..,1
god dam man freestyle so retarded fumny af omg,1
"rt woke up sore throat, im cold, niggers niggers. so terrible",0
"celtic means white trash. if someone says they celtic, means they white trash.",0
like lucky leprechaun charmed day your hand.. more gemini,2
jai may make appearance party.. love fag,0
"am yankee birth, lived much life north. see no diff level racism",2
scientifically proven no one can not cry least once while watching charlie st. cloud.,2
rt example. cannot even say what cooler than bein cool? ice cold! without somebody relating phi a. no bitch t,1
eating brownies then going gym.. idk,2
rt means faggot lol,0
pancakes trash,2
"quit bitching faggot, happy cant see your faggot family cry baby little girl crying parking lot, aint man sissy",0
thinking bout those oysters gator bait tho,2
only faggots drive stick,0
rt cant turn hoe into housewife.,1
how play deez niggas n bitches dat snakes,0
pussy best shaved holidays!,1
fuck up hoes meaning stfu hoes lol,1
this bitch backed into car twice.. not once but 2 times.,1
"if shes sending nudes snap chats but your not one 3 guys her favorites, she hoe.",1
thee bears trash tho..,2
those god damn bitches smh run away!!,1
these shoes going bitch break tomorrow,1
rt fucking hate ignorant ass bitches,1
never lose bitches chasing money,1
am not complaining about royals win lose game7. they showed heart. al ride die! no flex zone. they earned it!,2
"rt or.. run wildcat. let romo run deep post, have murray bomb bitch tony",1
rt bitches brag about goin gym still shaped like patron bottle cuh,1
"am redneck, but without homophobia racism",2
"rt if bird, would 1st person id shit on.",1
smoke good weed bad bitch give good girl bad habits,1
groves trash imo,2
little bitch.,0
"rt nigga cant even feel up bitch pic without girl u fuckin getting mad, smh",1
paybacks bitch.,1
stfu dyke looking hoe.,0
"seriously these animal crackers have slight fruit loops aftertaste. really fucked up, should not this way but is.",1
if u talkin nig smashed da homies,0
"she may dumb stump, but even sarah mocks obama!",2
rt do not forget gotta take out trash need milk..and spermicidal lube,2
"walk up your house, knock door blow your ass off. drop off, drop off, bitch got sawed off!!",1
serious question here how many country songs mention honkey tonks?,2
what wetback looks like when gets caught crossing border.,0
once tried everything this bitch said she wanted man.. shit did not get anywhere.,1
"rt royal city kushite kings meroe sudan,near river nile.it seat rulers who occupied egypt",2
bitch know lingo hoe lol,1
"rt 52 worlds mammals, birds, reptiles, amphibians amp fish vanished between 1970 amp 2010",2
seegt fine linegt killing does not change source their creation. which people gt gt,0
rt these hoes got more bodies than cemetery.,1
follow u sexy bitch,1
..now. if photshopped like pistons instead needlesgt might impressedgt,1
guess rubes does not want go date,2
gotta team hoes like pat summit..,1
she talkin shit?? bitch look like linebacker!,1
ugly emo trash go cut,0
rt niggas w bitch tendencieslt,1
may may not have least 4 fob related tattoos already planned out.,2
"rt live street glory die ghetto fame. respect all, fear none pride everything..",2
"female jihadis, european amp american grave dangers! joe america via",2
rt 3 most common white people activities 1. wearing tapout 2. shooting up schools 3. calling nigger xbox,0
twitter app poo trash.,2
rt draya really out catching tan while her son looking out window like ikea monkey while everybody trick treati,2
told dad go buy cookies graduation reception..this nigga bought oreos.,0
hello dare momma. show glad dat u follow me. u lbe screamin hot dem pitchers. eva b wit colored men?,2
"kaaspiet,bloempiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.zolang maar blanke beslissing",2
so am ted getting his hair colored right beside me. heey!,2
rams finna smack steven wackson bitch ass,1
really too bad had faggot marriage forced upon her after her citizens declared illegal.,0
"rt when sideline hoe gets mad, bitch shut up! okay being second all this time, now all sudden probl",1
"rt ballgame over, win! yanks beat white sox 10 innings, 43.",2
hillary dodo bird candidate? via,2
cannot wait see bitch dutchess,1
rt well known supports cruelty birds. sign this petition h,2
rt yall virgo bitches gotta chill thinking yall beyonc,1
no song have heard good what mean trash,2
rt whore slut cunt bitch nigga,0
but love him nah bitch am not love.,1
rt pakistani christian couple burnt alive kasur punjab,2
"only rich white liberals know what best black people. if they do not see that, they obviously uncle toms.",0
"do not have any kids?! what you, one them queers!?",0
83 really cool good basketball. your zebra this ?,2
bernstine chi sox jew fag.,0
sole reason come chipotle incase did not know. keep up good work babe,2
just case day could not get better wifes rav 4 had flat being redneck am put 16 inch rims so there goes 200x2,2
nose goes taking out trash this time.,2
nigga paybacks bitch bitch been livin debt,1
hey fans. if anyone wondering what yellow tab back collar teams have won champion,2
weekend here. what amazing week this been. let us use this extended weekend celebrate our successes fellow queer folk.,2
"nations know who are, but rather real niggers amp bad bitches.",0
. loves austin webber such boon .,2
"yall saw how mad little chunky boy was? would not even let his dad touch him, bruh lmao",2
group chat bitches call yall undercover feds watching everybody,1
rt yall some bitches,1
white bus drivers all white trash.,0
next time u gone call darky nicca..call dat coon jungle bunny p.s. i..,0
rt so tony think yr rude little cunt too too young even know what real rock rol,0
when lifes got ya down just gotta get back up pimp slap hoe!!,1
do birds have 72 out wedlock rate? white fathers running away?,0
may may not have least 4 fob related tattoos already planned out.,2
rt chava needs stay his lane keep sending gyro hell dont want big boys dirt infest ass beaner,0
pats owner kike.,0
fag,1
rt top ten rappers no hoes 1.hopsin 2.lupe 3.canibus 4.imt 5.childish g 6.papoose 7.hopsin again 8.joell ortiz 9.krs,1
fuck off pussy boi bitch,1
roses red orchids bigger donts tell yo daddy fuckin nigger,0
made bitch lunch. bitches love lunch.,1
do not bitch,1
becuz no man should celebrate his bday drreams,0
faggot but sent hella nudes. hmm,1
leave up wouldve been trash.. all it.,2
who baby dat who da man dat did dat 2 u gators bitches best using jimmys,1
have looked yourself? this funny. this like obama saying good economy. hipster faggot. funny though,1
wow!! comin back up here? they some bitch niggas,0
lol rt youu got niggas but do not got bitches,0
oreo cookie now.,2
hoes aint classy no more more like trashyy!,1
let us go right now bitch knocked last time let us fight right now,1
"not trying follow any spooks, no offense ..",0
rt she literally just put whole trash bag lmfao,2
drugsgt why losing. just ask hedge bet fundgt,2
rt bitch u lame af.. get times pop ass rt this makes kinda sad,1
shut up birds bed time.,2
"ima young rich niggah tryna fuck niggah bitch , ex rat naybahoods fuckin bitch , i..",1
rt shi..now do not wanna rant bc first impression would am such bitch lmao.,1
rt brother weekend bitch!!,1
"god awful, dude dorian eggplant black.",2
kik hoes.you either gone shit get off pot.,1
confess. am autistic something. thought until like yesterday..,2
holy fuck yall little bitches. like 50 san antonio stfu,1
hate dumb bitches,0
fuck then bitch shut up roll threw,1
oriental gallery blog new land free enterprise,2
bitch shut fuck up goddam your slut bitch whore nigga,0
"yall giving pooest bitches so much hype, stop it.",1
"apolonia gardner imperial, ca misspells phalarope bird resembles sandpiper. dreaded schwa!",2
rt were expecting anything short fireworks his final homestand?,2
bitch stop takin shit oo hate u u dumb bitch,1
so they really deleted flappy bird app store cus someone killed themselves over foreal foreal ??,2
your nasty nigger whore,0
"wish faggots like would stop making music, rack city fucking awful. get fuck outta michigan.",0
rt if tree falls woods nobody around does make any noise? if nj blows away only trash live ..,2
haha them hoes only go hard when nigga stooned lol,1
not over no twitter shit. plus youre female. letting dumb sloppy body ignorant bitch speak 13k people,1
99 percent trash dump sea missing. this not good thing,2
rt this faggot lil attention whore fuck him,1
"rt wow, basically just told his daughter want some mocha colored grandbabies!",2
"rt do not ever afraid double bitch down. ppl always expect like, am sorry if got loud. or, am sorry s",1
"have u spent significant time any ghetto, witnessed years terrorism committed police black community?",2
only retards retweet fuckry,0
"jig levitating rt samsung made fun . now galaxy note 4 fails, too.",2
state gook,0
man .. feel like bitch if living off female . havin her buy all yo shit fucc never dependent someone,1
thursdays really been trash this season,2
gucci mane bitch,1
not protected state utah. there no fear queer couples forcing churches marry them. they do not legally have do so.,1
nig jus said am not nuttin worse den fat loud hoe.tru fuckin story,0
"rt now halloween fast approaching please understand this. culture, not costume mock ridicule! http",2
rt this point every voter florida voted both against charlie crist.,2
rt justin beiber? because your fucken gay cunt,0
back when nigger music decent,0
rt yo bitch gucci mane rt bitch stoner,1
people this site fucking retarded sometimes,0
some yall bios trash. mine pretty good,2
your queer.,1
mr. mrs trash,2
told never fold amp never sell solethey should have told yu stay school ! soul autocorrect hoed,1
rt david charlie brown,2
rt uhh have been judged happens. ..i hang nigger wo,0
rt funny how rick scott accuses charlie crist changing his positions everything. ricks positions dictated corp,2
rt them hoes actin up. had do it.,1
hell ya they should make more malt liquor ads like this. dis heaven fo colored man,0
have word rt beat those fucking faggots pls,0
rt if rather fukk bitch dat fukks eryday den fukk dat bitch who try hol n cold whore n da sheets cnt een look,1
told her too. said bri do not get tweef anyone because trash then she goes tweefs like 6 freshman,2
"rt but yall make mutual decision have sex first date, but shes trash? what kind math??",2
what clam shame,2
ha ha ha no good fat dyke,0
emo ok emosquad2k10 get level bitch,1
rt too many bitches not enough queens,1
these harbor bitches all party bus hoes lol all?,1
ol trout mouth ass bitch deeaadd,0
do not like sand nigger but entertaining like 6 knockdowns,0
this guy biggest faggot omfg,0
if someone part james x then white trash cultist.,0
thanks bitch,1
rt muslim jihadi fighters book tickets cruise ships syria iraq,2
do not follow because everything about your company white trash.,0
da hoes!! rt kno u hear vodka n background,1
"roseanne really bums out. show, woman. note, time chug some zzquil.",2
called monkey. lol! rt! if shoe fits! cause sure looks like married one!,2
roses red orchids bigger donts tell yo daddy fuckin nigger,0
"rt if do not rt cat tweets, just big pussy",1
rt who wants chill campus w amp throw bibles bitches taking walk shame,0
rt no bitch ass chick flick ever sad this movie,1
"eh, take off hoser.",2
yankee homeruns make all tingly.,2
niggas am not playin gram defense man george need tell these bitch ass niggas man up,0
want some monkey bread,2
like chinese buffets but hate all chinks,0
rt if nigga talkin shit about around sittin there quiet yous fuckin bitch do not fucks real wr,1
"seeing ppl saying running train bird, parry same thing, but das not what know..so looking clarity",2
good mernin faggots,0
rt man some lame niggah when find him am unfollowing tf out his ass!,0
do not think anyone mocking man. have seen people mock bespectacle social media mourning. cultural zeitgeist,2
rt she curved regular niggas daily. especially us austin niggas. damn yellow ppl,1
bye ugly hoe please do something about nasty horse hair weave.,1
"am zone like secondary, no lie bitch am flier then pet canary",1
rt !,0
"pop nigguh, sound like crisco",0
am definitely watching mook lux battle today damn it!!,2
kill yourself ugly ass monkey looking shit,0
hard qa? time also pain mock out unit tests..,2
just wanted brownies man,2
ill find cute hoosier date next year,2
thats why had 8 regular season losses..,1
rt yeah know jeffs book. one where admits beating prisoners lying abo,2
learn how type ya hillbilly,0
half these bitches playin because but im far lamee,1
"training, charlie brown!",2
ask around n streets bitch bout jay,1
same reason u look like anthony davis them eyebrows why fuck do niggers act so different when girls around?s,0
if yer gonna continue contrarian bitch.. go die then. have no time such trifling!,0
rt easy way out rt while females calling them hoes asking if they want ketchup they fries.,1
"rino trash like , , see conservatives democrat party see blacks. their slave property.",0
nah dude mostly just sound like faggot,0
"have this ladylove shes married, but still wanna bang her she not have sex what bitch troubadour, probably",1
roid rage much faggot?,0
doctor tonight such miserable cunt. even nurse pissed off. shes been here since 7pm not come see once.,0
rt bruh not friend.. fuck when ya bitch into,1
do not follow because everything about your company white trash.,0
rt african colored car push niggerous whips,0
some mets fan tried telling rivera not best yankees all time because just closer. wtf,2
yes. . stalking weird people. so many things.,2
rt when bitch reads your message but does not respond,1
rt apologies trash.. what understood am not gotta explained,2
rt killing these bitches go body body,1
"rt nfl reportedly asks birdflipping m.i.a. another 15m, let us revisit s column ridiculousness",2
before after started playing flappy bird .. before after,2
rt ur fucking white trash,0
big fucking deal..cry baby niggers,0
everyone talking about lebron james voice am just here eating cream filling out oreos.,2
rt why ya niggas gassin these wack ass bitches ?,0
legit retard,0
lot uncle tom ass niggas out here.,0
literally just got shit seagull.. gonna fuckin die bird,1
tevin favorite sophomore think so funny hes really not. lmaoo hes little hoe,1
feelin all warm fuzzy inside..,2
international police operation disrupts shylock banking trojan computerworld guardianinternational poli..,2
"live world where drake can steal your hoes make fun you, shit crazy",1
if ever ate your pussy before fucked over 3 niggas before let know right now because owe 100 dirty bitch,1
kim kardashian look like tranny all surgery,0
yellow fin,2
rt ray j perfect example what happens when give lame nigga some pussy.,0
nicca swear can see madden lol,2
yall hoes really get mad cause nigga do not want cha,0
good leave stupid faggot,0
dumb haitian fake black faggots. go haiti neck yourself.,0
hate pretty bitches chill lame niggas,1
hoes aint fucking,1
praise thy lord this season beanies upon us,2
guess none deez rappin ass niggas wanna throw dem bitches wit da big homie,1
"because if nobody judging birds, this account would not even cause ripple d ocean",2
rt yanks walk off win,2
"youre fucking ugly bitch, wanna stab death then play around your blood patrick bateman",0
could blank all sons bitches out,1
rt not easy would think find astronaut monkey outfit last minute.,2
rt pink nipples cute but some looking nasty than bitch!,1
if jump someone bitch regardless situation,1
chinks really hunting their food.. rt dog shot arrow n.o. east,0
like hoe like hoe just amusement,1
rt lowkey called faggot faggot.,0
ignorant cunt.,0
phone dead fag man,1
teeth can make break person. could 10 have yellow teeth immediately drop 2.,2
"rt last time, captain takes field yankee stadium.",2
did not forsake all other bitches wife getting fucked another nigga. know she married? gotta die.,0
these hoes lying all us nigga got news monogamous niggas yo bitch fucking anonymous niggas!!,0
rt good pussy pussy makes really think bout making her breakfast pussy makes think about being father,1
stop trolling u creepy ass cracker!!,0
"5 bags chips, 3 rice krispies, 3 seeds, 3 gummies, pop tart, some crackers, 3 powerades, water yuhh am good lol",2
rt getting ready annual heart sole luncheon,2
"shes hoe, shes slut, shes freak.",1
quit being being pussy yourself call them out first last name plus ssn ya poon!,1
"chaber books bragadayjah 24 nimrod cushite, first king earth. see bragadayjah 24",2
yankees never have someone wear single digit uniform again after this season wow. shows epic organization,2
bitch mind your business,1
talked some birds.. fell love again..,2
ms st aint no hoe. they fuckin auburn up,1
gaga bitch who probably gives lapdances.,1
u pulled.that queer shit spon u put no homo lol,0
yankee fan forever,2
dumpster rt gahbage rt chicks smoke trash. no between. no debate.,2
if she am not yo lady u better not text her ass good morning quit treating these side hoes like wifey material,1
"bout next chik fil a, lmao. couple fags said told them if they did not like their food get out. never happened",1
your low info redneck dumbasses vote these corporate shills idiots like believe,0
"fuck your mother, faggot",0
smh queer,0
rt if those captcha pictures get any more fuzzy am going need bot decipher them,2
rt yankees acquire chase headley padres yangervis solarte rafael depaula.,2
grand opening ! top class oriental massage perfect !,2
"no way !! am dude fat diet twinkies devil, so breakfast tacos. miss breakfast tacos",2
am not shit like fucking another nigga bitch askin her who pussy this she say yours lmao no bitch im stealing this pussy lol,0
rt only pussy niggas would not fuck chick if she stretch marks..,0
your what wrong white race fuckin coon slaying piece poop please die alone,0
geez.. think may right. monkey! surely acts like one.,0
"old bitter,salty ass niccas make flesh crawl off bones! such bitches are!",0
fucking nigger,0
fuck those faggots,0
rt free pancake day ihop..side bitches finna finally get date out nigga,1
rt so ball did roll down slope amp found natural spot defending brother amp scumbag,2
"funny, thought 90s photo this week would have hanging over trash can ankles",2
your dad genuine happy guy because his kids not niggers though jimmy nigga 5eva,0
rt vice president biden amp his wife florida today stump democrat charlie crist his bid governor,2
principal shld ashamed look these poor colored kids who made smart they not your props.,2
"these sour apple bitter bitches, am not fuckin wit em",0
rt inmate sums up what return means,2
every spic cop should killed. those pigs only got their job get even but white people never did anything them.,0
homeboy got hoe number house arrest .. said good she not ask go anywhere,1
"if making 300 clams betting 5, hope do living",2
rt hoes need stop dressing yall kids migos rappers yall fucked. lil nigga just wanted power ran,0
what trash franchise. rt fergie sing national anthem clippers season opener tomorrow.,2
sis said go sleep said bitch our b day am not sleeping,1
your so fucking retared not even funny bitch im going sleep u,0
rt just like pulled all them track bitches,1
damn directtv blackout yankee game. freaking walk off! killing satellite douche.,2
fag,1
"rt bitch who, gap? rt am model yall bitches cannot tell nothin",1
horny called asking her buy her drink this morning then this jiggaboo walks sonic drink her hand,2
am extremely sad have admit some best 21st century arabic rhymes have been written jihadis,2
rt do not watch beta watch your bitch nigga!,0
remember amp duddy arguing amp gon say shut up bitch why raped !! just childish,1
looking like hillbilly not matching what do best goodnight losers,0
because their parental unit trash.,2
gotta respect bitch before she let us put your entire arm her vagina.,1
do not sleep ma niggah chood,0
rt do not care about bitches. hoes into they damn self,1
shes definitely kardashian bird rt,2
ampamp hoes round here just opening legs like walmart doors,1
one friend who greet insult. niggers,0
ion like papoose but went lol,2
these new nigga hipster hypebeasts love all these faggot ass bright colors nike keeps giving them what they want smh,0
rt can definitely tell who whore what bitches wear when slightly warm out..,1
move out our country teabaggers!,0
"rt love asking really hot, skinny bitches when they due.",1
your low info redneck dumbasses vote these corporate shills idiots like believe,0
ghetto girls best bet find work call center try climb corporate latter.,2
cute af bitch believe u!! jus getting pass trusting u wit needle someone head,1
"rt know motto am not tricking if shes worth but fuck first, trick later depending potency pussy.",1
shit your ass shabbat your moms pussy u jew bastard. ur times coming. heil hitler!,0
when pussy stank,1
saw 5 pick up dime off floor her toes. apparently monkey toes gene strong one.,2
second time these gentrified bitches got nerves this morning.,1
stuck up serious bitches possibly worst type girls. ever.,0
rt when am 18 them bitches getting erased,1
today long practice bitch no not,1
rt fuck islamic state!! kill those cunts,0
birds feather..,2
"exactly, so shes bitch",1
yeah they do. rt six complete here stadium. lead red sox 31.,2
los bitch taught true meaning gravity when her panties kissed her ankles!,1
young thug am not earn his strips yet lol just few 2k14 bangers. wiz can do dat cuz not lil nigguh rap game lol,1
trash what?,2
rather go choke your moms bomb pussy,1
every nigga can make female act like bitch.,1
"money before bitches, bc bitches follow money.",1
rt can do somethin good but im always gon wetback coo..,0
"all these beautiful bitches, sucha beautiful thing",1
"says old man hope can survive another 10 years, silly jigga boo monkey",0
grand opening ! top class oriental massage perfect !,2
faggot.,0
thank jackass zebras,2
dey wants rename our main street mlk blvd. told dem dat even scare da colored folks away,2
soetoroobama moving country w his vision. his vision downsize our oppressive country get even w whitey.,0
can double stuff your oreo?,2
dumb haitian fake black faggots. go haiti neck yourself.,0
rt girl guy mom dad ? im butch dyke,0
stop trolling u creepy ass cracker!!,0
rt may cry after watching derek jeter ad,2
",, bitch lingerie getting her wet cunt pounded",1
redneck white house moccasin creek,0
rt them 1st 48 charlotte goon niccas gon fkk around burn bank america stadium down,0
"rt lightup sketchers, definition kick your feet together watch bitches flock. sentence blinding bitches when yo",1
rt how can anyone hate charlie sheen,2
only hick town can walk into national sports bar get busch light can. smh,2
rt trash rt too early call austin rivers draft bust ?,2
just did bitch lol,1
"people, rt this picture far wide, if no other reason than makes teabaggers poor spelling really angry",2
epic mickey time? nahh.. two half men while shiver. tht sounds more like it.,2
who she? rt yall hype bread loaf chick up but am chill dyke rapper,0
stupid white people making posts relevant they own life,0
raunchy ass hoe.,0
bitches.,1
"grandmas homemade potato soup old fashioned, simple, chunky potato soup like grandma made, wit",2
ray rice had bitch xans lean all one punch,1
pussy ppoppin poppers so cops see bitchezz,1
then who call trash,2
went outside got mad bc this weather trash,2
dishing texas trash talking pts racist maybe if gbush had apologize all his sins would not hiding,1
"fuck you, stupid ass coward ass punk bitch faggot ass racist piece shit. punk. bitch, am not worth time!",0
"pretty sure meant flight not flite, dumb ass cracker.",1
racist tx trash racist why wld u intvw n ask racist questions itwas so disrespectful,0
"rt if snipe, fucking faggot. fucking hope all snipers get fucking raped suffer cancer.",0
rt rt your man insecure cause make him feel like gotta compete other guys. stop being hoe amp stop choo,1
some niggas save hoes,0
u coons cannot wait wear them oreo js,0
really get upset when lightskin friends have another cute dark skin sidekick..like im supposed only cute darkie u hang wit,0
"if ever sports seemed scripted , this ending this yankee game proved",2
your pathetic plan failed. enjoy phone fucking monkey. let see your ass benton park. wanna talk shit carve your face.,0
boringamphack allah mohamed also against fags.please mention them well.did god take away your balls punishment?,0
now fuck stfu shit how bout u stop being little bitch get round cuz u avoiding question u fucking scarry,1
simple minded hoe,1
shut up faggot,0
rt when eat food too hot start breathing like retarded dragon.,2
rt bitches having reality twisted,1
fuck wrong these bitches? nobody knows,1
remember dad running rotary hoe over corn after freeze knock dead leaves off after they turn brown,2
oscar taveras went yardie his 2nd career mlb bat. what stud.,2
woohoo! new black kill cracker babies panthers rescue!,0
birds out tonight,2
rt best friend being hoe yaas hunty hoe up slaayy stranger being hoe so trashy. what wrong wit,1
bitch fuck u maybe get better. just,1
nobody want nigga take them out expensive date.. just do not expect pussy cause took girl out.. like tf,1
"hate those creepy ass dolls call dada, am like bitch am not yo daddy",1
rt 3 most common white people activities 1. wearing tapout 2. shooting up schools 3. calling nigger xbox,0
photo check background spooks.,2
bald head bitches think their time prosper !,0
"messy ass bitches , would blast yall dumb bitches but am not even gon stoop yalls level",1
oh well. fag anyways.,0
guess who eating cracker b without,2
rt seen theses niggas lose all over basic bitch,1
this bitch finna get crunk eyebrows double papp,2
"love 10 amp 5 but most days they remind why birth control important later life. miss baby bird! come home, 18!",2
sub tweeting nig?,1
late night phone convos hoomie nigga gook,0
hate hashtag activism. no lie. think 95 trash.,2
rt there more than one way skin monkey barack bushmeat obama,2
freezing nips off out here..,2
full white trash,0
pulling one,2
yeah bitch did taste good fucker .t,1
stupid teacher talks like retarded,2
"why am partially glad have say hi ho, kermit frog here slip into kermit voice well.",2
rt oreo ice cream cake,2
never seen purple bird poop until today lol,2
bitch please,1
just pulled out his pocket constitution! bring man! just mocked mccains wackobirds comment! hahaha!!,2
rt two different things hoes should know because lot hoes think yal know !,1
this music trash,2
nigga caping bitch like have not all seen her nudes already.. what does want tf,1
rt oreo 6s,2
rt when bitch sneezes too close,1
cannot even away phone long karlie right she crazy bitch,1
ugly anyway hoe. sit tf down somewhere,1
faggot needs grow up,0
rt bitch hoe.. check yo dms can get new follower?,1
jews white race traitors have swept clean so aryan race can survive.,0
"got vector job, bitch.",1
"almost got see white boy get beat around today, but ran like bitch.",0
"they have mix, not all retards. aap maoists, terrorists,congies delusional retards",0
rt fuck say bitch? kill,0
nice way callin yall honkies,0
tx trash know trouble w aca gop gov states but like report lies anyway,2
people this site fucking retarded sometimes,0
kicking niccas tf outcha mentions like,1
hey folk. this nigger loving jew boy asked if making death threats against his goat fucking people. fuck him.,0
confess. am autistic something. thought until like yesterday..,2
rt 9 cases west nile virus infections reported orange county this year 105 dead birds found carrying virus,2
blacks typical niggers.,0
free wop,2
la only place where see some baddest bitches world .. bus stop,1
"rt have great day, lovely fellow apes",2
hate dumb bitches,0
mention why being called nigger wrongwitch agree amp bossy wrong.but being called pimp still ok?,0
rt well maybe whore stupid ugly homeless bitch,0
shut up faggot,0
dont get bacon stuffed crust tho trash,2
all these bitches getting mommy money niggas too.,1
lmao madonnas music sucks? yeah fucking stupid if think gaga better. retard,0
"aw drake is, do sit corner cry when listen him? lmfao, pussy dick rider, how drakes cock taste faggot.",0
"niggahs actin like hoes , can sale those !",1
"they probably hate even more because not only do look white when am technically poc, but have white hair now am double cracker",1
rt lmfaoo gtrt lmaoo thats what u got this? rt dougie yamming coon all beat boxing,0
